image,adult,medical,spoofed,violence,racy
/home/jaggu/nsfw_data_scraper/dataset/test/12rk8.jpg,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/n3fwqijj7as11.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/qbrqr.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_p9ejnc50nY1sdtvflo1_500.jpg,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,POSSIBLE
/home/jaggu/nsfw_data_scraper/dataset/test/4h95qssb3dr01.jpg,UNLIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/qbkzrzsble921.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/67f5pzvcyh021.jpg,UNLIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/F1VQAfv.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/h95cuwhb1u411.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/MWAgJ4P.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/brutos9217_VincentGreco.jpg,LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_mk4v9p3nZN1ro0mq6o1_500.jpg,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/jykF2pQ.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,LIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/2NDEXR5.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/KVIBP82.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/NHba6n8.jpg,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_mdcswo3zd51qgp9ipo1_1280.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/kfok9cqeulz11.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/hi8b7gpatmt11.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_plnlpbN7yj1x79l1eo1_500.jpg,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/hnm190l60px11.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/twxfp1N.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/oGrvFLd.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/R8Fe1hI.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/6ni8589zwx121.jpg,POSSIBLE,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_nuhdp8WIAn1qivoe8o1_1280.jpg,POSSIBLE,POSSIBLE,UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_o3ud6zinxu1r7nwfco1_1280.jpg,VERY_LIKELY,POSSIBLE,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/uhkckmzp1oz11.jpg,VERY_LIKELY,POSSIBLE,POSSIBLE,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/x71lcgojso721.jpg,POSSIBLE,POSSIBLE,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/ll9lrci2mwl11.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,POSSIBLE,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_p0c7k2pJra1tuh4e9o1_1280.jpg,POSSIBLE,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/v0vgZ4S.jpg,LIKELY,UNLIKELY,LIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/5oQzNiF.jpg,UNLIKELY,UNLIKELY,LIKELY,VERY_UNLIKELY,POSSIBLE
/home/jaggu/nsfw_data_scraper/dataset/test/hecYa0E.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/hyff0ntssh521.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_ouskuc6F5l1udg1i8o1_500.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/2look5tqxga21.jpg,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE
/home/jaggu/nsfw_data_scraper/dataset/test/veD2zbR.jpg,UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/9do60c3rzcg01.jpg,LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_mi89dn1UHo1rlxmwzo1_1280.jpg,UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/1qzr5ozdyuw01.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/ilmv9q6p7s211.jpg,LIKELY,POSSIBLE,UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/zmy7bnfeap821.jpg,VERY_LIKELY,UNLIKELY,POSSIBLE,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/EQlshHT.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/37r1k3d6kuf01.jpg,VERY_LIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/5gb34xkad1l01.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/FAAye2x.jpg,POSSIBLE,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/haiOLqC.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/zz7Yt.jpg,VERY_LIKELY,POSSIBLE,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_p32x8ndBsk1wjavzmo1_500.jpg,POSSIBLE,LIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/2f1qz4d2l1qz.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/w41ezb2qea721.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_pdofeqRODK1r4534ko1_1280.jpg,LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/fxsmpzx1tq301.jpg,VERY_LIKELY,LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/axnvs8jor5321.jpg,VERY_LIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_p54gx6mLOr1ti3j5so2_1280.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/d02ywmwefbd11.jpg,VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,POSSIBLE
/home/jaggu/nsfw_data_scraper/dataset/test/9d1hpog7dc321.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/2GDvsIl.jpg,VERY_LIKELY,VERY_LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_nh90gcnkdc1rusl01o1_400.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/7phgq3rxla621.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_nh13k6c84n1rol4ebo1_1280.jpg,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/l6hkw0zmcb221.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/jdck6jn7c0m01.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/gm2v42w70o1z.jpg,LIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/bwtnjpkcnc621.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/sedfk44kefoz.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/o23el3b0rj0z.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/NgJ8WdA.jpg,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE
/home/jaggu/nsfw_data_scraper/dataset/test/JustFun_zps22d4caea.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,LIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_owsq1lMBNm1vfp1ouo1_1280.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/av1i1bmnqls11.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,LIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/zq533r6l57y11.jpg,LIKELY,VERY_LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/ifv5mex0wy821.jpg,VERY_LIKELY,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/ymbrF6p.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_pcmt8a4Ssu1u89vt5o1_540.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/chrndlwy2ql01.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/0el735d91xr01.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/iw4s5bdtjtl11.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/k0b75758c1h01.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/r0t5du35i3721.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_njeey1Dspl1u9249qo1_1280.jpg,POSSIBLE,POSSIBLE,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/xgm0.jpg,VERY_LIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_nyfb9lmnT81ru6pqoo1_1280.jpg,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/c49t3b5s90711.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/cfff0btmi1u11.jpg,POSSIBLE,POSSIBLE,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/bozqabkkef021.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/yAIuyDl.jpg,UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/illust_64541827_20180727_095517.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/461qigneq6d21.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/pd9kv78qmy021.jpg,VERY_LIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/mfoyerfvmfj11.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/AHAWDyW.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/jqb047fgtz811.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_pihyet4AjA1v9fsiro1_640.jpg,POSSIBLE,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/83pyvyoj5qi11.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_mt8z3smWU31riwn4go1_500.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/1u2dEP2.jpg,UNLIKELY,UNLIKELY,POSSIBLE,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/p89lmhgkrvu01.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/f1wuuzark5321.jpg,VERY_LIKELY,VERY_LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/ha8s8ovwfsxz.jpg,VERY_LIKELY,POSSIBLE,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/wmdgGuDh.jpg,POSSIBLE,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/9qilcdj8zua21.jpg,VERY_LIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_lvnqt5TM351qidhipo1_500.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_o3brve15hc1tejlyvo1_540.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/r0oy1zgmq5b21.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/wSmPE65.jpg,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/Qz4Gyix.jpg,VERY_LIKELY,LIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/a3bqkra0a2f11.jpg,LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/gscnx6f3giu01.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/sidgbubw7j121.jpg,POSSIBLE,VERY_LIKELY,UNLIKELY,LIKELY,POSSIBLE
/home/jaggu/nsfw_data_scraper/dataset/test/RGkwXKE.jpg,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/g1wwjt3ewof11.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_nmz57qOYbo1tnw7u7o1_1280.jpg,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/Y82dEje.jpg,POSSIBLE,UNLIKELY,UNLIKELY,UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_ogyn61HLLQ1r07n9eo1_1280.jpg,POSSIBLE,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/2eDUGIO.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/ukqo5f63cez01.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,POSSIBLE,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tis_dna_yats_a_elihw___zatanna_by_lossien-d6xl3jy.jpg,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/WZ8MSGV.jpg,VERY_LIKELY,POSSIBLE,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/HbKxHfs.jpg,POSSIBLE,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/nyh6aj82y2p11.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/bt3jg2ioa1yz.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/ef76zqnrl0821.jpg,UNLIKELY,POSSIBLE,LIKELY,VERY_LIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_opvq16cvnk1wpadhyo1_540.jpg,VERY_LIKELY,LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/Um6En2H.jpg,VERY_LIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/k3qavex01cc11.jpg,LIKELY,POSSIBLE,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_og23bo6gqQ1v8h09do1_1280.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/bxkhy4c5zze11.jpg,VERY_LIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/tumblr_nkaq1098zZ1t4mqbxo1_540.jpg,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE
/home/jaggu/nsfw_data_scraper/dataset/test/oez6ted1cyp01.jpg,VERY_LIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_LIKELY
/home/jaggu/nsfw_data_scraper/dataset/test/69r9ikt0y2621.jpg,VERY_LIKELY,VERY_LIKELY,UNLIKELY,POSSIBLE,LIKELY
